Название	Цена	Система размораживания холодильной камеры	Количество камер	Количество дверей	Инверторный компрессор	Размеры (Ширина)	Размеры (Высота)	Размеры (Глубина)	Тип_Винный шкаф	Тип_Холодильная витрина	Тип_Холодильник	Расположение морозильной камеры_отсутствует	Расположение морозильной камеры_сбоку	Расположение морозильной камеры_сверху	Расположение морозильной камеры_слева	Расположение морозильной камеры_снизу	Класс энергопотребления_A	Класс энергопотребления_A+	Класс энергопотребления_A++	Класс энергопотребления_B	Класс энергопотребления_C	Класс энергопотребления_E	Класс энергопотребления_F	Класс энергопотребления_G
Холодильник однокамерный NORDFROST NR 506 S капельное, серый	0.021076209456956912	автоматическое	0.0	0.0	0.0	0.32934926958831345	0.13020833333333334	0.4833077739766427	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный NORDFROST NR 402 S серебристый	0.021076209456956912	ручное	0.0	0.0	0.0	0.32934926958831345	0.13020833333333334	0.4833077739766427	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST NRB 132 S серый	0.055697631351522954	капельное	0.3333333333333333	0.2	0.0	0.4276228419654715	0.8083333333333332	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный NORDFROST NR 403 S серебристый	0.02888939840208822	ручное	0.0	0.0	0.0	0.32934926958831345	0.3046875	0.5422909048012269	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Винный шкаф однокамерный TESLER WCV-120 вместимость: 12 бутылок, черный/серебристый	0.029804758461348526	ручное	0.0	0.0	0.0	0.0	0.1875	0.5069010263064764	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Винный шкаф однокамерный TESLER WCV-080 вместимость: 8 бутылок, черный/серебристый	0.025571879574595672	ручное	0.0	0.0	0.0	0.0	0.09114583333333333	0.5069010263064764	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-W940NF Full No Frost, графит	0.08266459725921092	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8567708333333334	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильная витрина однокамерный Бирюса Б-B461RN черный	0.090019224324944	ручное	0.0	0.0	0.0	0.5551128818061088	0.8958333333333334	0.7074436711100626	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный LEX LSB530SLGID Total NoFrost, Side by Side, инверторный серебристый	0.12504453341328772	No Frost	0.3333333333333333	0.2	1.0	0.8738379814077025	0.8130208333333333	0.6248672879556447	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный LEX LSB520STGID Total No Frost, Side by Side, инверторный темно-серый	0.1257500132277465	No Frost	0.3333333333333333	0.2	1.0	0.7675962815405046	0.7885416666666667	0.6354842515040698	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный LEX LCD450MGID Side by Side, инверторный серый	0.14250515882114323	No Frost	0.3333333333333333	0.6	1.0	0.7755644090305444	0.8098958333333334	0.6673351421493453	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный Hitachi R-WB820VUC2 GBK Side by Side, инверторный черный	0.4455634138168222	No Frost	0.6666666666666666	0.6	1.0	0.8605577689243028	0.8151041666666666	0.7664268019346467	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный Hitachi R-WB720PUC1 GCK Side by Side, черный	0.36065891814670453	No Frost	0.6666666666666666	0.6	0.0	0.8605577689243028	0.8151041666666666	0.7664268019346467	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный GARLYN FDF-180 No Frost, Side by Side, инверторный темно-серый	0.19808109490467204	No Frost	0.3333333333333333	0.6	1.0	0.7144754316069057	0.7942708333333334	0.7428335496048131	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный Hyundai CM4584F Side by Side, инверторный нержавеющая сталь	0.14548757473676785	No Frost	0.6666666666666666	0.6	1.0	0.7675962815405046	0.8229166666666666	0.6838504187802289	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Gorenje RF4141PW4 белый	0.05118256053898658	ручное	0.3333333333333333	0.2	0.0	0.3957503320053121	0.6036458333333333	0.5564468561991271	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный HOTPOINT HFTS 640 X No Frost, Side by Side, инверторный нержавеющая сталь/серебристый	0.19398931198081096	No Frost	0.3333333333333333	0.2	1.0	0.8738379814077025	0.7890625	0.8018166804293972	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный HOTPOINT HT 5200 S Total No Frost, серебристый	0.07582144305896048	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8776041666666666	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный HOTPOINT HT 5200 M Total No Frost, мраморный/серебристый	0.07582144305896048	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8776041666666666	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный HOTPOINT HT 5180 W Total NoFrost, белый/серебристый	0.06506287588846364	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8203125	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный HOTPOINT HT 4200 S Total NoFrost, серебристый	0.07229404398666643	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8776041666666666	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный HOTPOINT HT 4200 W Total NoFrost, белый/серебристый	0.07053034445051941	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8776041666666666	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный HOTPOINT HT 4180 M Total No Frost, мраморный/серебристый	0.06876664491437239	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8203125	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный HOTPOINT HT 4180 W Total No Frost, белый/серебристый	0.06876664491437239	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8203125	0.6720537926153121	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hitachi HRTN7489DF BSLCS инверторный серебристый	0.2186458314961463	капельное	0.3333333333333333	0.2	1.0	0.6215139442231076	0.8151041666666666	0.8018166804293972	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Bosch KGN86AW32U белый	0.2780119578828551	No Frost	0.3333333333333333	0.2	0.0	0.8074369189907038	0.8255208333333334	0.8725964374188983	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Bosch KGN86AI32U серебристый	0.28991692975184746	No Frost	0.3333333333333333	0.2	0.0	0.8074369189907038	0.8255208333333334	0.8725964374188983	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-M920NF серый металлик	0.07299952380112525	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.7682291666666666	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный Hyundai CM4541F Total No Frost, Side by Side, инверторный черная сталь	0.0	No Frost	0.6666666666666666	0.6	1.0	0.7051792828685258	0.8072916666666666	0.6744131178482954	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-W960NF графит	0.06814935007672093	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.8463541666666666	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Бирюса Б-W920NF графит	0.06747914425298507	No Frost	0.3333333333333333	0.2	0.0	0.46215139442231074	0.7682291666666666	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Атлант ХМ-4623-141 нержавеющая сталь	0.0665620204941886	капельное	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8817708333333334	0.6590775038339035	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный LEX LSB530StGID Total NoFrost, Side by Side, инверторный серый	0.13686132030547277	No Frost	0.3333333333333333	0.2	1.0	0.8738379814077025	0.8130208333333333	0.6248672879556447	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Midea MDRS791MIE33 No Frost, Side by Side, инверторный бежевый	0.15873119455369583	No Frost	0.3333333333333333	0.2	1.0	0.8738379814077025	0.78125	0.7404742243718296	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный KUPPERSBERG RFFI 184 WG French Door, инверторный белый	0.27972274643291767	No Frost	0.6666666666666666	0.6	1.0	0.7742363877822045	0.8046875	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный KUPPERSBERG RFFI 184 BG French Door, инверторный черный	0.27972627383199	No Frost	0.6666666666666666	0.6	1.0	0.7742363877822045	0.8046875	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный KUPPERSBERG RFFI 184 BEG French Door, инверторный бежевый	0.3144147163089296	No Frost	0.6666666666666666	0.6	1.0	0.7742363877822045	0.8046875	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hyundai CC3585F белое стекло	0.1013950863330923	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8739583333333334	0.6661554795328536	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hyundai CC3584F Total No Frost, нержавеющая сталь	0.09698583749272474	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8739583333333334	0.6661554795328536	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный Атлант Х-1601-100 белый	0.057355508915501154	капельное	0.0	0.0	0.0	0.4555112881806109	0.7776041666666668	0.6590775038339035	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный LEX LCD505SsGID Side by Side, инверторный сапфир	0.19398931198081096	No Frost	0.6666666666666666	0.6	1.0	0.8751660026560424	0.8098958333333334	0.6673351421493453	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный LEX LCD505BlGID Side by Side, инверторный черный	0.1709007213531103	No Frost	0.6666666666666666	0.6	1.0	0.8751660026560424	0.8098958333333334	0.6673351421493453	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Винный шкаф однокамерный Liebherr WSbl 5001 вместимость: 196 бутылок, черный	0.289599463835341	ручное	0.0	0.0	0.0	0.4581673306772909	0.7338541666666667	0.8171522944437891	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Винный шкаф однокамерный Liebherr WSbl 4601 вместимость: 166 бутылок, черный	0.2736732570239334	ручное	0.0	0.0	0.0	0.4581673306772909	0.6296875000000001	0.8171522944437891	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Винный шкаф однокамерный Liebherr WSbl 4201 вместимость: 141 бутылок, черный	0.23379601051164925	ручное	0.0	0.0	0.0	0.4581673306772909	0.5255208333333333	0.8171522944437891	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Винный шкаф однокамерный Liebherr WPbl 4601 вместимость: 166 бутылок, черный	0.2860015167816011	ручное	0.0	0.0	0.0	0.4581673306772909	0.6296875000000001	0.8171522944437891	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Винный шкаф однокамерный Liebherr WPbl 4201 вместимость: 141 бутылок, черный	0.27194483147850934	ручное	0.0	0.0	0.0	0.4581673306772909	0.5255208333333333	0.8171522944437891	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильная витрина однокамерный Бирюса Б-B300D черный	0.07989558898746009	капельное	0.0	0.0	0.0	0.3373173970783533	0.8880208333333334	0.6956470449451457	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Холодильная витрина однокамерный Бирюса Б-B390D черный	0.09504576800296302	капельное	0.0	0.0	0.0	0.3373173970783533	0.9921875	0.6956470449451457	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST NRB 164NF X нержавеющая сталь	0.07560979911462283	капельное	0.3333333333333333	0.2	0.0	0.4276228419654715	0.9161458333333333	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST NRB 164NF Me Frost Free, бежевый мрамор	0.07402246953209052	No Frost	0.3333333333333333	0.2	0.0	0.4276228419654715	0.9161458333333333	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST NRB 152 X нержавеющая сталь	0.06038907211767403	капельное	0.3333333333333333	0.2	0.0	0.4276228419654715	0.8380208333333333	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST NRB 131 W белый	0.052805164112241836	капельное	0.3333333333333333	0.2	0.0	0.4276228419654715	0.7255208333333334	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный LEX LCD505XID Side by Side, инверторный серебристый металлик	0.17635231661934073	No Frost	0.6666666666666666	0.6	1.0	0.8751660026560424	0.8098958333333334	0.6673351421493453	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный LEX LCD505MgID Side by Side, инверторный серый	0.17635231661934073	No Frost	0.6666666666666666	0.6	1.0	0.8751660026560424	0.8098958333333334	0.6673351421493453	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный LEX LCD505BmID Side by Side, инверторный синий металлик	0.1555565353886312	No Frost	0.6666666666666666	0.6	1.0	0.8751660026560424	0.8098958333333334	0.6673351421493453	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный LEX LCD450WID Side by Side, инверторный белый	0.1340235277518122	No Frost	0.6666666666666666	0.6	1.0	0.7755644090305444	0.8098958333333334	0.6673351421493453	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hitachi HRTN7489DF BEGCS инверторный бежевый	0.21162630734228116	капельное	0.3333333333333333	0.2	1.0	0.6215139442231076	0.8151041666666666	0.8018166804293972	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Bosch KGN56LB31U черный	0.24961639535088803	No Frost	0.3333333333333333	0.2	0.0	0.5949535192563081	0.8619791666666666	0.8607998112539814	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Bosch KGN49XI30U нержавеющая сталь	0.2605160584842766	No Frost	0.3333333333333333	0.2	0.0	0.5949535192563081	0.9140625	0.6897487318626873	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST NRB 124 W белый	0.05398684280146034	капельное	0.3333333333333333	0.2	0.0	0.4276228419654715	0.7979166666666666	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST NRB 164NF B черный	0.07890791724721777	капельное	0.3333333333333333	0.2	0.0	0.4276228419654715	0.9161458333333333	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST NRB 162NF B черный	0.07389901056456022	капельное	0.3333333333333333	0.2	0.0	0.4276228419654715	0.8380208333333333	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST NRB 162NF W белый	0.06545088978641599	капельное	0.3333333333333333	0.2	0.0	0.4276228419654715	0.8380208333333333	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный WEISSGAUFF Premium Wsbs 590 BeG NoFrost Inverter Premium Full No Frost, Side by Side, инверторный бежевый	0.2834441524541879	No Frost	0.3333333333333333	0.2	1.0	0.8738379814077025	0.8286458333333333	0.7428335496048131	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST RFC 390D NFS Total No Frost, серый	0.09471066509109508	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8739583333333334	0.6661554795328536	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST RFC 390D NFW Total No Frost, белый	0.09264713663380307	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8739583333333334	0.6661554795328536	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST RFC 350D NFS Total No Frost, серый	0.08769114093722993	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.821875	0.6661554795328536	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST RFC 350D NFW Total No Frost, белый	0.08645655126192701	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.821875	0.6661554795328536	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST RFC 350 NFS Total No Frost, серый	0.0829115151942715	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.821875	0.6661554795328536	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST RFC 350 NFW Total No Frost, белый	0.08151819256071535	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.821875	0.6661554795328536	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный NORDFROST RFQ 510 NFB Total No Frost, Side by Side, инверторный графит	0.16487063263902363	No Frost	0.6666666666666666	0.6	1.0	0.7675962815405046	0.8119791666666667	0.698006370178129	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный NORDFROST RFQ 510 NFYm Total No Frost, Side by Side, инверторный бежевый	0.16531155752306037	No Frost	0.6666666666666666	0.6	1.0	0.7675962815405046	0.8119791666666667	0.698006370178129	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный NORDFROST RFQ 510 NFGY Total No Frost, Side by Side, инверторный бежевый	0.17539991886982134	No Frost	0.6666666666666666	0.6	1.0	0.7675962815405046	0.8119791666666667	0.698006370178129	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный NORDFROST RFQ 510 NFGW Total No Frost, Side by Side, инверторный белый	0.17539991886982134	No Frost	0.6666666666666666	0.6	1.0	0.7675962815405046	0.8119791666666667	0.698006370178129	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Bosch KGN49XLEA нержавеющая сталь	0.25457239104746116	No Frost	0.3333333333333333	0.2	0.0	0.5949535192563081	0.9140625	0.7074436711100626	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный CENTEK CT-1757 NF Side by Side, инверторный серебристый	0.10756803470960687	No Frost	0.3333333333333333	0.2	1.0	0.7742363877822045	0.78125	0.6661554795328536	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник трехкамерный CENTEK CT-1756 NF Side by Side, инверторный черный	0.14850350094357925	No Frost	0.6666666666666666	0.6	1.0	0.7715803452855245	0.78125	0.6897487318626873	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник однокамерный CENTEK CT-1701 черный	0.026085116139614454	ручное	0.0	0.0	0.0	0.30278884462151395	0.11458333333333333	0.43612126931697537	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильная витрина однокамерный Бирюса Б-M461RN серебристый	0.08603326337325173	ручное	0.0	0.0	0.0	0.5551128818061088	0.8958333333333334	0.7074436711100626	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный LG GR-H802HEHL инверторный бежевый	0.2133723698830667	No Frost	0.3333333333333333	0.2	1.0	0.8074369189907038	0.8151041666666666	0.7782234280995636	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Simfer RDR47101 бежевый	0.10605125310852043	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8359375	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный MAUNFELD MFF187NFIBG10 Total No Frost, инверторный бежевый	0.14855641192966365	No Frost	0.3333333333333333	0.2	1.0	0.4555112881806109	0.8244791666666668	0.7145216468090125	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Midea MDRB470MGF33O Full No Frost, бежевый	0.08287624120354857	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8203125	0.6956470449451457	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Midea MDRB470MGF46O Full No Frost, серебристый	0.0934584384204307	No Frost	0.3333333333333333	0.2	0.0	0.4555112881806109	0.8203125	0.6956470449451457	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный Hitachi R-VG610PUC7 GPW инверторный белый	0.2276054251397732	No Frost	0.3333333333333333	0.2	1.0	0.8007968127490039	0.7734375	0.7900200542644804	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST NRB 151 W белый	0.0521173212931445	капельное	0.3333333333333333	0.2	0.0	0.42231075697211157	0.7526041666666666	0.6602571664503952	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Холодильник двухкамерный NORDFROST NRB 122 B черный	0.05310499303338683	капельное	0.3333333333333333	0.2	0.0	0.4276228419654715	0.7197916666666666	0.6543588533679368	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
